id,text,font,name_text,name_order
path7,‰ª,Brush,•Ð‰ª,2
path5,•Ð,Brush,•Ð‰ª,1
path9,K,Gothic,KATAOKA,1
path11,A,Gothic,KATAOKA,2
path13,T,Gothic,KATAOKA,3
path15,A,Gothic,KATAOKA,4
path17,O,Gothic,KATAOKA,5
path19,K,Gothic,KATAOKA,6
path21,A,Gothic,KATAOKA,7
