id,text,font,name_text,name_order
path5,S,Design,SUZUKI,1
path7,U,Design,SUZUKI,2
path9,Z,Design,SUZUKI,3
path11,U,Design,SUZUKI,4
path13,K,Design,SUZUKI,5
path15,I,Design,SUZUKI,6
