id,text,font,name_text,name_order
path4,–{,MaruGothic,“í–{,2
path2,“í,MaruGothic,“í–{,1
path8,2,Gothic,262-7,1
path10,6,Gothic,262-7,2
path12,2,Gothic,262-7,3
path6,-,Gothic,262-7,4
path14,7,Gothic,262-7,5
